,Player1,Player2,D,DD,DDD,DDL,DDV,DL,DLD,DLL,DLV,DV,DVD,DVL,DVV,L,LD,LDD,LDL,LDV,LL,LLD,LLL,LLV,LV,LVD,LVL,LVV,V,VD,VDD,VDL,VDV,VL,VLD,VLL,VLV,VV,VVD,VVL,VVV
672,19176,4467,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,1.0,
673,19176,16077,,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,,1.0,2.0,,,,,1.0,,1.0,1.0,,,,,,
674,19176,18248,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,1.0,,1.0,,,,2.0,
675,19176,23057,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,,
676,19176,25786,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,2.0,,2.0,,,,1.0,,,,,,,,1.0,4.0,,,,,
677,19176,28324,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,
678,19176,47256,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
679,19202,43660,,3.0,2.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
680,19276,1264,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,
681,19276,20477,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,4.0,
682,19276,20860,1.0,,,,,,,,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
683,19276,30422,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
684,19276,31404,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
685,19276,31668,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,19276,33181,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,2.0
687,19426,23327,,1.0,,,,,,,,,1.0,1.0,,,1.0,3.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,7.0,
688,19426,36031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
689,19452,18451,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,
690,19748,27199,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
691,19855,44367,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
692,19855,47395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
693,19855,51109,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,19901,376,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
695,19901,2199,,,,,,,,2.0,,,,,,,,1.0,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
696,19901,2444,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
697,20024,43770,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
698,20172,27321,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,
699,20305,3244,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
700,20305,13838,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
701,20305,21310,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
702,20305,26671,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,20305,39224,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
704,20305,41062,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
705,20305,44023,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,
706,20305,52625,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
707,20312,15427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
708,20437,17761,1.0,,,,1.0,,,,1.0,,,3.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,3.0,,2.0,1.0,1.0,,2.0,1.0
709,20437,21181,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,3.0,,1.0,2.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0
710,20463,23057,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,
711,20467,24762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
712,20477,1597,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0
713,20477,3208,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,
714,20477,21648,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,
715,20477,30422,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,2.0,,,,,1.0,,,1.0,,,,,,
716,20477,34770,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,
717,20477,41786,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
718,20506,1239,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
719,20506,18451,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
720,20506,19176,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,3.0,,,,,,,,,,,,,,
721,20506,52033,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,20556,29284,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,2.0,,1.0,5.0,,,1.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0
723,20556,30926,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,1.0,3.0,1.0,,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,2.0,1.0,1.0
724,20556,52456,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,3.0,1.0,1.0,,2.0,4.0,,1.0,1.0,4.0,,1.0,,2.0,1.0,1.0
725,20721,3688,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
726,20721,33217,,,,1.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,
727,20756,33677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
728,20756,45239,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,20860,3208,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,
730,20860,13058,,1.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,2.0,,1.0,,1.0,
731,20860,17802,1.0,2.0,1.0,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,
732,20860,18085,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,2.0,4.0,,,7.0,
733,20860,20721,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,1.0,
734,20860,27965,1.0,1.0,1.0,1.0,,,,,2.0,,,6.0,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,
735,20860,31668,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,20860,34245,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,
737,20860,51544,,1.0,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,
738,20860,52560,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,
739,20895,12748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
740,20895,14069,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
741,20895,52240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
742,20976,14701,,,,,,,,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,
743,20976,36505,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,3.0,1.0,,2.0,
744,21036,23983,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,21036,40810,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,21086,3208,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
747,21086,5235,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,
748,21086,17438,,,,,,,,,,,,,,1.0,,,,,,,,6.0,,,2.0,,,,,,1.0,,,,,1.0,,,
749,21181,31559,,1.0,,2.0,,1.0,,,,,1.0,3.0,,1.0,,,1.0,,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,
750,21308,27236,,1.0,1.0,,3.0,,2.0,,1.0,1.0,3.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,1.0,,2.0,4.0,,2.0,,2.0,,3.0,1.0,2.0,,3.0
751,21308,27271,1.0,,1.0,2.0,,1.0,,1.0,,,2.0,4.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,3.0,1.0,3.0,,1.0,2.0,3.0,,,2.0,1.0,
752,21308,36248,1.0,,1.0,,,,,,1.0,1.0,1.0,3.0,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,2.0,
753,21310,12811,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
754,21387,50409,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,21520,125,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
756,21520,21951,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
757,21547,51109,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
758,21608,143,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,2.0,,,,2.0,
759,21648,3208,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,
760,21648,7933,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0
761,21648,17802,1.0,1.0,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
762,21648,20860,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,
763,21648,31404,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0
764,21648,33217,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
765,21648,34245,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
766,21648,34770,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,3.0,
767,21648,47542,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
768,21751,28715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
769,21756,41148,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,
770,21778,12723,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
771,21810,33289,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
772,21951,18451,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
773,21951,22144,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,1.0,,,,
774,21951,35883,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,22023,12092,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,2.0,,,1.0,
776,22023,23907,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,2.0
777,22023,45960,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,2.0,
778,22133,40506,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,22144,8951,,,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,2.0,,,,,1.0
780,22144,15827,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,2.0
781,22144,19176,,,,,,,,,,,,,,1.0,,,,,,,,3.0,1.0,,3.0,,,,,,,,,,1.0,,,2.0,
782,22144,20506,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,
783,22144,23857,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,2.0,,,2.0,1.0
784,22151,14123,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,2.0,,1.0,,,,,2.0,1.0,2.0,,
785,22151,19584,,,,,,,,,,,,,,,3.0,2.0,2.0,,2.0,2.0,1.0,,,4.0,2.0,,,,,2.0,,,3.0,3.0,,,,,
786,22151,33187,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,,,,2.0,,1.0,,1.0,1.0
787,22151,37471,,,,,,,,,,,,,,,,,3.0,2.0,3.0,,2.0,1.0,1.0,,2.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,
788,22151,43145,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,2.0,,,,,,
789,22174,5192,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,1.0,2.0,,,,,,,,,,,,,
790,22174,30904,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,
791,22207,33574,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
792,22245,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
793,22245,7157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
794,22245,8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
795,22245,11838,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
796,22245,15020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
797,22245,17438,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,5.0,,,3.0,
798,22245,21086,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,
799,22245,31633,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,1.0,,
800,22245,36251,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
801,22245,43146,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
802,22255,24460,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
803,22255,47087,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
804,22395,24438,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,
805,22395,25525,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
806,22395,32929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
807,22592,27552,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
808,22689,53897,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
809,22787,19835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,
810,23057,624,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,
811,23057,8951,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,2.0,1.0,,2.0,,,,,2.0,,,,1.0,,,,,
812,23057,10040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
813,23057,16077,1.0,,,,,,,,2.0,,,5.0,,,,,,,,,,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,
814,23057,18248,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,
815,23057,47296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
816,23082,30084,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
817,23173,13183,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,
818,23173,44693,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,
819,23235,2209,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
820,23235,16545,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
821,23235,30848,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
822,23362,40557,1.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
823,23449,13096,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
824,23449,43405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
825,23515,5277,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,
826,23515,14105,,,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,1.0,1.0,,,2.0,,1.0,,1.0,3.0,,,3.0,2.0
827,23515,33957,,2.0,3.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,2.0,3.0,1.0,1.0,,,2.0,
828,23517,38698,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
829,23586,27271,,1.0,3.0,1.0,,,2.0,2.0,,,2.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,,,,3.0,3.0,,,1.0,,1.0,,,2.0,,,,1.0,1.0,
830,23586,37711,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,,1.0,2.0,,,1.0,4.0,1.0,,,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,1.0,2.0,,,4.0,
831,23586,38020,,1.0,1.0,,2.0,,,1.0,3.0,1.0,1.0,,1.0,,,1.0,,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,2.0,,1.0,,1.0
832,23586,52525,,1.0,2.0,,,,1.0,,1.0,1.0,2.0,,,,1.0,2.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,,1.0
833,23736,43145,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,
834,23736,49041,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,
835,23857,21520,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,3.0,,,1.0,
836,23857,21951,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
837,23857,28324,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,1.0,
838,23857,51940,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,
839,23907,14686,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,2.0,,,,3.0,
840,23907,16721,,,,,,,,1.0,,,,,,1.0,,,,,,,,3.0,1.0,,3.0,,,,,1.0,,,,1.0,1.0,,,1.0,2.0
841,23953,41739,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
842,23958,30039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
843,23983,25629,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,
844,24080,4898,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,1.0,
845,24306,147,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
846,24306,17205,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
847,24306,18981,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,
848,24306,32288,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
849,24438,8640,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
850,24460,37342,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,24499,4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,
852,24499,30244,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,,,,1.0
853,24499,42581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0
854,24651,37190,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
855,24788,33504,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
856,24823,3528,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0
857,24889,13874,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
858,24891,6607,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,24891,32419,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,24891,36698,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,24903,13690,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0
862,25009,7610,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
863,25009,14766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,
864,25009,29951,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
865,25037,13406,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
866,25037,36698,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
867,25113,13462,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
868,25219,4309,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
869,25282,12462,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,3.0,,,1.0,
870,25282,15827,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
871,25282,27684,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
872,25435,8689,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,25466,30881,,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,2.0,1.0
874,25466,35770,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0
875,25513,627,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,
876,25513,4968,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0
877,25513,35047,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,25513,38744,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
879,25513,48663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
880,25554,6713,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,3.0,,,,4.0,,,,1.0,,,,,1.0,,,,,
881,25554,13605,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,2.0,3.0,1.0,,3.0,2.0,,,,,,,,2.0,,,,,
882,25554,48303,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,
883,25554,48744,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,1.0,
884,25587,53301,,,,,,,,,1.0,,,2.0,1.0,,,,,,1.0,,1.0,2.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,,,1.0,2.0,,,2.0,1.0
885,25629,17792,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
886,25629,40810,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,
887,25715,14337,1.0,,,,1.0,,,,3.0,,,3.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,
888,25715,20976,1.0,,1.0,,,,1.0,,,,,2.0,,,,,,,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,
889,25715,36505,,,,,,,,,,2.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0
890,25769,29909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
891,25769,36701,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
892,25786,3688,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,6.0,
